image_path,user_label,wikimedia_label,Entities_score,Operations_score,Resources_score
hackathon/data/1711601520050.jpg,"Printing press, Printing press, Typewriter, Can, Can, Paper",Printing presses,0.05336365,0.4930497,0.45358667
hackathon/data/1711620621361.jpg,printing press,Metal movable types,0.2565955,0.1310514,0.6123531
hackathon/data/1711586209570.jpg,"dewalt cordless power drill, cordless power drill, power drill, safety glasses",Cordless drills,0.01477489,0.65200967,0.3332154
hackathon/data/1711585416866.JPG,drill bits,Drill bits,0.22964945,0.22488399,0.5454666
hackathon/data/1711571595320.jpg,"cutting torch, hard hat",Oxy-fuel cutting,0.022040391,0.20098966,0.77696985
hackathon/data/1711553970971.jpg,"welding rods, stick welding rods",Welding,0.28480354,0.16094391,0.5542526
hackathon/data/1711569052631.jpg,welder,Welds,0.013977829,0.76169634,0.22432582
hackathon/data/1711570679911.JPG,cutting fluid,Milling machines,0.03672786,0.7155752,0.24769694
hackathon/data/1711602805989.jpg,rocks,Quernstones,0.23476371,0.08014903,0.68508726
hackathon/data/1711576355728.jpg,steel coil,Steel coils,0.1551251,0.15780316,0.68707174
hackathon/data/1711574000839.jpg,"ga tank, oxygen tank, gas tank, oxygen tank",Core samples,0.40759423,0.06119189,0.5312139
hackathon/data/1711585423138.jpg,drill bits,Drill bits,0.06585795,0.3818539,0.5522882
hackathon/data/1711586259459.JPG,"multicam mg cnc router, cnc router",CNC routers,0.09964816,0.6337446,0.26660725
hackathon/data/1711611449566.JPG,hand chisel,Hand stone chisels,0.07960292,0.13385607,0.78654104
hackathon/data/1711583798421.jpg,"key, keychain",Keys,0.13201499,0.66595536,0.20202965
hackathon/data/1711566420436.jpg,lead pellets,Aluminium casting,0.036999468,0.1746599,0.7883406
hackathon/data/1711574695009.jpg,grinding wheel,Glass grinding,0.12169475,0.5028881,0.37541717
hackathon/data/1711579505960.jpg,level,Spirit levels,0.01710856,0.5724657,0.41042572
hackathon/data/1711585999328.jpg,"Masonry saw, handheld masonry saw, worker, worker with masonry saw, worker with handheld masonry saw, brick wall, masonry saw on brick wall",Grinder sparks,0.15305875,0.24124482,0.6056964
hackathon/data/1711599378026.JPG,saw blade,Japanese hand saws,0.26353425,0.37035498,0.36611074
hackathon/data/1711620659612.jpg,printing press,Wooden movable types,0.1505619,0.26062343,0.5888147
hackathon/data/1711577353505.jpg,welding mask,Welding helmets,0.47992796,0.16859207,0.35147995
hackathon/data/1711585731435.JPG,"Pot, wok, pan, Strainer, colander, sieve, filter",Grated coconut,0.37564805,0.18770398,0.43664795
hackathon/data/1711583222180.jpg,"Hook, fish hook",Fishing hooks,0.6848664,0.12503023,0.19010329
hackathon/data/1711600798535.jpg,wood chipper,Woodchippers,0.13749279,0.14805168,0.71445554
hackathon/data/1711586615110.jpg,"micrometer, calipers",South Bend Lathe,0.02842962,0.32185882,0.64971155
hackathon/data/1711592408713.jpg,coins,Viking ingots,0.024101155,0.45410627,0.52179253
hackathon/data/1711569402750.jpg,forge press,Forging hammers,0.010178534,0.70294034,0.28688115
hackathon/data/1711604345310.jpg,flat head screwdriver,Screwdriver test lights,0.19136843,0.48067734,0.3279542
hackathon/data/1711572658124.png,"Flow field, numerical simulation, computational fluid dynamics, CFD, finite element method, finite volume method",Hinges,0.70958674,0.1194567,0.1709566
hackathon/data/1711586347747.jpg,drill tooling,Log splitters,0.015863322,0.21084233,0.77329427
hackathon/data/1711585421940.jpg,"drill bit, spiral bit, spiral drill bit",Drill bits,0.10253769,0.41635197,0.48111027
hackathon/data/1711568880149.jpg,"welding torch, welding mask",Welders,0.04592651,0.37958273,0.5744908
hackathon/data/1711609567940.jpg,chainsaw,Stihl chainsaws,0.09815906,0.26065892,0.64118207
hackathon/data/1711623180215.jpg,Stamp,Metal movable types in the Museum Plantin-Moretus,0.31022933,0.28644985,0.40332085
hackathon/data/1711614868595.png,corkscrew,Thumbscrews (torture),0.19734032,0.24891782,0.5537418
hackathon/data/1711622188971.jpg,"bar clamp, clamp",Screw clamps in the German Democratic Republic,0.036702726,0.33496532,0.628332
hackathon/data/1711579491860.jpg,levels,Spirit levels,0.05680309,0.29842615,0.64477074
hackathon/data/1711575836384.jpg,ceramic machining,Milling process,0.032828275,0.72170365,0.24546815
hackathon/data/1711575777920.jpg,"Cutter, star cutter, pointed milling wheel",Milling tools,0.16339754,0.5918287,0.24477375
hackathon/data/1711588315650.jpg,table saw,Table saws,0.0049286243,0.2954639,0.6996075
hackathon/data/1711569539787.jpg,power hammer,Power hammers,0.18566479,0.5468213,0.2675139
hackathon/data/1711623160162.jpg,print press,"Metal movable types in Brest, France",0.06999641,0.42179275,0.50821084
hackathon/data/1711554348089.jpg,ladle,Ladles (metallurgy),0.03674845,0.3055476,0.6577039
hackathon/data/1711575778333.jpg,"circular saw blade, saw blade",Milling tools,0.23901682,0.5128907,0.24809249
hackathon/data/1711594695104.jpg,crane hook,Crane hooks,0.2461377,0.13824016,0.61562216
hackathon/data/1711569486708.jpg,"Industrial press, forging press, steelworks press",Forging presses,0.5500354,0.23201112,0.21795346
hackathon/data/1711573082441.jpg,"clip, clothes pin, clip, clothes pin",Pegs,0.45272517,0.14672233,0.40055254
hackathon/data/1711572446149.jpg,zip ties,Cable ties,0.22125848,0.35856232,0.42017925
hackathon/data/1711600207465.jpg,"jaws of life, hydraulic rescue tool",Hydraulic extrication cutters,0.033947945,0.36069795,0.6053541
hackathon/data/1711570538862.jpg,grinding wheel,Grinding machines,0.32749364,0.28446355,0.38804287
hackathon/data/1711575977899.JPG,"saw, two-man saw",Saws,0.23556645,0.11964505,0.64478856
hackathon/data/1711579026362.jpg,mill stone,Grinding stones,0.06456868,0.1944693,0.7409621
hackathon/data/1711572049814.JPG,Railroad tracks,Rail fastenings,0.18370228,0.22081052,0.5954872
hackathon/data/1711596615619.jpg,Clothes hanger,Wooden clothes pegs,0.09603269,0.30605224,0.59791505
hackathon/data/1711605976167.jpeg,"lock, master lock",Combination padlocks,0.31694508,0.19540094,0.48765403
hackathon/data/1711603308313.jpg,ball bearings,Ball bearings,0.08432983,0.47311,0.44256017
hackathon/data/1711566362330.jpg,drill bit,Percussion drills,0.12587327,0.3864758,0.48765096
hackathon/data/1711595944826.jpg,"keys, keychain",Keys on key rings,0.26191866,0.24464498,0.4934364
hackathon/data/1711599126381.jpg,table saw,Power miter saws,0.02186099,0.28481954,0.69331944
hackathon/data/1711588190885.jpeg,"Car, Wheel, Wheel, Steering wheel, Pipe, Chain, Wheel, Wood planks",Sawmills,0.06218416,0.09580064,0.84201515
hackathon/data/1711568873592.jpg,welding torch,Welders,0.019319838,0.43192214,0.54875803
hackathon/data/1711585941815.jpeg,"angle grinder, hand held grinder, hard hat",Angle grinders,0.012536045,0.33859867,0.64886534
hackathon/data/1711594746098.jpg,crane hook,Crane hooks,0.29393828,0.086534716,0.6195269
hackathon/data/1711616236923.jpg,car fob,Radio FOB,0.4602015,0.23602505,0.30377343
hackathon/data/1711588290326.jpg,manual chainsaw,Surgical saws,0.33258608,0.1133107,0.5541032
hackathon/data/1711567997527.jpg,lathe,Turning (machining process),0.48632666,0.10920265,0.40447065
hackathon/data/1711572765734.jpg,crane hook,Hooks,0.24261916,0.29630092,0.46107993
hackathon/data/1711570349842.jpg,pneumatic descaler,Needle scaler,0.012523316,0.5156315,0.4718452
hackathon/data/1711585133385.jpg,tunnel borer,Rock drills,0.021584632,0.41828206,0.56013334
hackathon/data/1711568779370.jpg,"under water stick welder, stick welder",Underwater welding,0.08374406,0.41145253,0.5048034
hackathon/data/1711595181878.jpg,"bench grinder, hard hat",Lockout-Tagout,0.4099658,0.25892097,0.3311132
hackathon/data/1711617840773.jpg,"Lettertype, calligraphic lettertype",Type cases,0.12656862,0.6279123,0.24551906
hackathon/data/1711587682053.jpg,"vaccuum, concrete saw",Concrete saws,0.013964912,0.3821062,0.6039289
hackathon/data/1711567392136.jpg,"soldering iron, solder wire",Soldering,0.14458005,0.37269753,0.4827224
hackathon/data/1711576066343.png,"instrument, measuring instrument, caliper, vernier caliper, sliding caliper, precision measuring tool, industrial tool, mechanical measuring tool",Checking gauges,0.452385,0.18668821,0.36092672
hackathon/data/1711570488489.jpg,hand press,Embossing machines,0.023488874,0.58602357,0.39048755
hackathon/data/1711572115743.jpg,"Nut, hexagonal nut",Threaded fasteners,0.21432266,0.6134574,0.17221999
hackathon/data/1711580337960.jpg,foundry ladle,Iran Tractor Foundry Company,0.10661873,0.4777044,0.41567692
hackathon/data/1711567446811.png,"soldering iron, ventilation hose",Soldering,0.23841989,0.39745992,0.36412016
hackathon/data/1711586528840.jpg,"Lathe, wooden lathe",Historical lathes,0.12881204,0.17441274,0.69677526
hackathon/data/1711587605861.jpg,"concrete cutter, circular saw",Circular saws,0.026634295,0.2881828,0.6851829
hackathon/data/1711593318372.jpg,"handtool, drill, drill bits",Screwdrivers,0.05407476,0.37290704,0.5730182
hackathon/data/1711580903452.JPG,"tongs, forge tongs",Exhibition of Ferenc Ökrös,0.5801435,0.05394292,0.36591354
hackathon/data/1711554737106.jpg,"metal lathe tool inserts, metal lathe tool cutters",Tool bits,0.15196654,0.13928884,0.70874465
hackathon/data/1711606932875.jpg,"helmet, Abus helmet",ABUS bicycle helmets,0.16727622,0.25140703,0.5813167
hackathon/data/1711603016208.jpg,sewing machine,Dorfmuseum Unterammergau,0.53460264,0.2026029,0.26279444
hackathon/data/1711569233992.jpg,Anvil,Anvils,0.14969636,0.24736889,0.6029347
hackathon/data/1711566671463.JPG,torch,Oxy-fuel welding and cutting,0.2700616,0.25618517,0.47375327
hackathon/data/1711579045740.jpg,grinding wheel,Grinding stones,0.10122575,0.35229984,0.5464744
hackathon/data/1711598109883.jpg,sander,Black & Decker - 18V multi tool plus,0.044712476,0.21716031,0.7381272
hackathon/data/1711586464660.jpg,"nut and bolts, nut and bolts, ratcheting wrench, power button, on/off switch, tool, power tool, railway tool",Magnetic drills,0.03300144,0.5655005,0.4014981
hackathon/data/1711614312355.jpg,railroad,Golden Spike National Historical Park,0.14565505,0.18379855,0.67054635
hackathon/data/1711599072650.jpeg,"skilsaw circular saw, circular saw, saw, safety glasses",Handheld circular saws,0.050728697,0.17886773,0.77040356
hackathon/data/1711592955479.jpg,"Nut, hex nut, Bolt, hex bolt, bolt with washer, hex bolt with washer, Bolt with washer and nut, hex bolt with washer and nut, hex bolt with washer and hex nut, bolt with washer and hex nut",Structural bolts,0.04337395,0.40180525,0.5548208
hackathon/data/1711607187235.jpg,"tack, thumbtack",Pushpins in white background,0.5380442,0.17674823,0.28520754
hackathon/data/1711581350337.png,nuts,Bolts,0.024592463,0.5947921,0.3806154
hackathon/data/1711577050953.jpg,"welding rods, stick welding rods",Manual metal arc welding,0.019206263,0.16829124,0.8125025
hackathon/data/1711571600447.JPG,welding,Oxy-fuel cutting,0.012094377,0.19559509,0.7923105
hackathon/data/1711580907370.JPG,eye hook,Exhibition of Ferenc Ökrös,0.5147682,0.20241602,0.2828158
hackathon/data/1711597248086.jpg,"Drill bits, reamer, dreamer, Drill bit, reamer, dreamer, Drill bit, reamer, dreamer, Drill bit, reamer, dreamer, Drill bit, reamer, dreamer, Drill bit, reamer, dreamer, Drill bits, reamer, dreamer, Drill bit, reamer, dreamer, Drill bit, reamer, dreamer, Drill bits, reamer, dreamer, Drill bit, reamer, dreamer, Drill bit, reamer, dreamer, Drill bit, reamer, dreamer",Spiral drills,0.07951084,0.2736781,0.64681107
hackathon/data/1711570367978.jpg,"pipe cutter, plumbing tool",Pipecutters,0.035568986,0.49539274,0.46903822
hackathon/data/1711553169081.jpg,tools,Metalworking tools,0.023608232,0.3762577,0.6001341
hackathon/data/1711586072719.jpg,stump grinder,Stump grinders,0.0111293495,0.36942965,0.61944103
hackathon/data/1711582090015.jpg,clasp,Clasps of necklaces,0.44298288,0.1354262,0.4215909
hackathon/data/1711570997186.jpg,torch,Soldering irons,0.15834014,0.12935995,0.71229994
hackathon/data/1711587528576.jpg,chain saw chains,Chainsaws,0.073457606,0.42072847,0.50581396
hackathon/data/1711600644237.jpg,shears,Secateurs,0.2552229,0.29816848,0.4466087
hackathon/data/1711570602371.jpg,lathe,Metalworking lathes,0.74976665,0.046735715,0.20349763
hackathon/data/1711585484470.jpg,tools,Core drills,0.03565663,0.2878062,0.6765372
hackathon/data/1711570481616.jpg,rivet press,Embossing machines,0.09832037,0.20847599,0.6932037
hackathon/data/1711599099956.jpg,miter saw,Power miter saws,0.09371676,0.5359874,0.37029588
hackathon/data/1711553829115.jpg,weld bead,Welding,0.115538985,0.6735735,0.21088755
hackathon/data/1711585366907.jpg,"Drills, cutters, milling tools",Drill bits,0.012401036,0.31169438,0.67590463
hackathon/data/1711608949031.jpg,"wood, wood planks, wood, wood planks, wood, woodplanks, wood, woodplanks",Houtzaagmolen Weltevreden (Krimpen aan de Lek),0.09616602,0.23701699,0.66681695
hackathon/data/1711581599602.jpg,wrenches,Screws,0.03904584,0.24700427,0.7139499
hackathon/data/1711604553701.jpg,"Q Flange vacuum tee, vacuum seal, vacuum clamp",Clamps with screws,0.043393068,0.7334637,0.2231432
hackathon/data/1711581491384.JPG,hex nut,Nuts (hardware),0.013630707,0.7867323,0.19963698
hackathon/data/1711572727115.jpg,hinge,Hinges,0.1596272,0.54606587,0.29430693
hackathon/data/1711598166013.JPG,voltage sensor,Adjustable wireless voltage probes,0.55626476,0.046870317,0.3968649
hackathon/data/1711580213319.jpg,excavator with dozer blade,Glockenguss in Ewattingen 2011,0.28276497,0.13492917,0.58230585
hackathon/data/1711585155920.jpg,pneumatic hammer drill,Rock drills,0.046244457,0.12017043,0.83358514
hackathon/data/1711604201734.jpg,screwdriver bits,Screwdriver bits,0.043684226,0.6098097,0.3465061
hackathon/data/1711572445678.jpg,"zip tie, zip tie",Cable ties,0.17100522,0.32869327,0.5003015
hackathon/data/1711614870474.JPG,screw press,Thumbscrews (torture),0.2278689,0.25011897,0.5220121
hackathon/data/1711554026345.jpg,construction site,Welding,0.025299365,0.32267553,0.6520251
hackathon/data/1711581729083.jpg,bolts,Studs (fastener),0.05213716,0.39057514,0.55728763
hackathon/data/1711573156368.jpg,rivets,Rivets,0.012807271,0.4602719,0.52692086
hackathon/data/1711599029987.jpeg,"chainsaw, aluminized suit, fire protection suit",People using chainsaws,0.2122058,0.21089199,0.5769022
hackathon/data/1711588686935.jpg,chisels,Chisels,0.060161937,0.30912957,0.6307085
hackathon/data/1711598644862.jpg,"mortar, mortar and pestle",Mortars and pestles in the Netherlands,0.09058938,0.10749531,0.8019153
hackathon/data/1711598652546.jpg,"Mold, casting mold",Mortars and pestles in the Netherlands,0.13940021,0.2041021,0.65649766
hackathon/data/1711599661058.jpg,"lumberjacks, lumber jacks",Two-man crosscut saws,0.10312054,0.16118087,0.7356986
hackathon/data/1711617945249.jpg,"teapot, glass teapot",Boerenbont,0.79047173,0.009858909,0.19966939
hackathon/data/1711588841119.jpg,power drill,Drilling and threading,0.22528103,0.40620062,0.3685183
hackathon/data/1711574870022.jpg,"trumpf cnc laser cutter, cnc machine",Laser cutting,0.10701687,0.5893062,0.30367702
hackathon/data/1711552937516.jpg,"angle grinder, grinder",Metalworking,0.016696846,0.16555041,0.8177528
hackathon/data/1711568785601.jpg,"welding rod, welding stick, welding scuba mask, scuba welding mask",Underwater welding,0.16656435,0.24149743,0.59193826
hackathon/data/1711553441480.JPG,sand paper,Jewellery making,0.029083364,0.39088517,0.5800315
hackathon/data/1711579125950.jpg,"orbital sander, random orbital sander, bosch random orbital sander",Random orbital sanders,0.32611448,0.21844152,0.45544404
hackathon/data/1711597555984.jpg,"drill, electric drill",Corded electric drills,0.39820835,0.21584368,0.38594794
hackathon/data/1711554590813.jpg,"Tungsten carbide draw plates, draw plates",Draw plates,0.07475437,0.6087584,0.31648722
hackathon/data/1711577044762.jpg,welder,Manual metal arc welding,0.023064137,0.38743165,0.58950424
hackathon/data/1711574398082.jpg,"hydraulic auger, hydraulic soil auger",Drilling machines,0.0699324,0.21285397,0.71721363
hackathon/data/1711569667703.jpg,steel foundry,Slag pots,0.033369623,0.4810336,0.48559675
hackathon/data/1711598849819.jpg,saw blade,Circular saw blades,0.038166173,0.47709516,0.48473865
hackathon/data/1711598829676.jpg,"Chainsaw chain, chain, saw links",Chainsaw chains,0.16728431,0.45188564,0.38083008
hackathon/data/1711600197882.JPG,"Sawzall, reciprocating saw",Hydraulic extrication cutters,0.1112636,0.28593138,0.602805
hackathon/data/1711593319260.jpg,philips head screwdriver,Screwdrivers,0.02414205,0.38633177,0.58952624
hackathon/data/1711593688056.jpg,forklift,Security tape,0.035791162,0.4670178,0.49719098
hackathon/data/1711570182101.jpg,tongs,Tongs,0.6020899,0.1781092,0.2198009
hackathon/data/1711586633289.jpg,lathe tailstock,South Bend Lathe,0.06111861,0.37102094,0.5678604
hackathon/data/1711570111553.jpg,bellows,Forge bellows,0.054799538,0.22813769,0.71706283
hackathon/data/1711571601095.JPG,"welding torch, sparks, glove",Oxy-fuel cutting,0.01589163,0.39418024,0.58992815
hackathon/data/1711566373917.jpg,casting mold,Continuous casting,0.03290937,0.7878036,0.179287
hackathon/data/1711571063622.jpg,"dies, thread dies",Dies (threading),0.09394193,0.40516996,0.5008881
hackathon/data/1711573035278.jpg,"Nameplate, Patent Information, Lathe Information",Locks (security devices),0.26448214,0.18081237,0.5547055
hackathon/data/1711590102173.jpg,sign,Bergbaumuseum Bad Grund,0.74848694,0.12849262,0.12302044
hackathon/data/1711554276973.jpg,"anvil, hammer",Forging,0.24242921,0.1307845,0.6267863
hackathon/data/1711591331914.jpg,pencil sharpeners,Cranked pencil sharpeners,0.14571553,0.44548187,0.4088026
hackathon/data/1711606114221.jpg,locks,Quality images of padlocks,0.40831342,0.10055493,0.49113163
hackathon/data/1711593341839.jpg,"Screwdriver, screwdriver handle, Bit set, screw driver bits",Screwdrivers,0.12856793,0.15644771,0.71498436
hackathon/data/1711609843635.jpg,"Bucksaw, workpiece, bucksaw with workpiece, workers with bucksaw and workpiece, Bucksaw, workpiece, bucksaw with workpiece, workers with bucksaw and workpiece",Log saws (Wedding),0.76159173,0.051462214,0.18694605
hackathon/data/1711589014749.jpg,"scissors, scissors, scissors, scissors, scissors, scissors, scissors, scissors",Scissors,0.36619574,0.21164456,0.4221597
hackathon/data/1711598646207.jpg,"Stone mortars, two stone mortars",Mortars and pestles in the Netherlands,0.052563645,0.20392123,0.7435152
hackathon/data/1711579507344.jpg,level,Spirit levels,0.23057391,0.36983535,0.39959076
hackathon/data/1711609641375.jpg,"saw, chainsaw, statue, wood statue, woodwork",Stihl chainsaws,0.070874564,0.19822443,0.730901
hackathon/data/1711616643366.jpg,"thumbtack, tack",Red pushpins,0.13942121,0.31283134,0.5477475
hackathon/data/1711568666591.jpg,gas welder,Welding equipment,0.07483886,0.09548931,0.82967186
hackathon/data/1711577117289.JPG,"weld torch, welding helmet, welding generator, welding generator",Rail track welding,0.021322988,0.33567354,0.64300346
hackathon/data/1711554593857.jpg,"draw plate, brush",Draw plates,0.05349179,0.6400533,0.30645496
hackathon/data/1711596318206.jpg,"mallet, mallet",Nailing,0.24067861,0.1397862,0.6195352
hackathon/data/1711596612464.jpg,"clothes pin, pin",Wooden clothes pegs,0.3656168,0.12520178,0.50918144
hackathon/data/1711604353157.jpg,hole cutter,Torque screwdrivers,0.07837462,0.4226375,0.49898794
hackathon/data/1711600197038.jpg,jaws of life,Hydraulic extrication cutters,0.35594133,0.13824219,0.50581646
hackathon/data/1711593353190.png,concrete lag screw,Thread-forming screws,0.10339091,0.4329338,0.46367532
hackathon/data/1711575795969.jpg,"face mill bit, mill cutter bit",Milling tools,0.069386624,0.74521565,0.18539768
hackathon/data/1711554016979.jpg,wire spool,Welding,0.0159552,0.5431845,0.44086024
hackathon/data/1711568851960.jpg,"welder, welding helmet, welding torch",Welders,0.16638462,0.20115612,0.6324593
hackathon/data/1711589677464.jpg,friction stir weld,Friction stir welding,0.25724688,0.3194176,0.42333555
hackathon/data/1711581501384.jpg,"washers, nut",Nuts (hardware),0.017482165,0.38811576,0.59440213
hackathon/data/1711600639050.JPG,shears,Secateurs,0.05970957,0.09032408,0.84996635
hackathon/data/1711604353551.png,adjustable screwdriver,Torque screwdrivers,0.07635598,0.30419752,0.6194465
hackathon/data/1711568952824.jpg,"welding mask, welding PPE, weld torch",Welders,0.102993965,0.26705945,0.6299466
hackathon/data/1711571038701.jpg,soldering station,Soldering iron stands,0.10980998,0.6396763,0.25051373
hackathon/data/1711569966765.jpg,"box cutter, sand paper",Sandpaper,0.10009592,0.423274,0.47663012
hackathon/data/1711604715962.jpg,"respirator, spray paint gun, ear muffs, safety goggles",Masking tape on aircraft,0.06834409,0.4754428,0.45621315
hackathon/data/1711580983213.jpg,Box of staples,Paper staples,0.37334263,0.23585483,0.3908025
hackathon/data/1711567234155.JPG,ruler,Jewellery material,0.032324728,0.3373078,0.6303675
hackathon/data/1711617078108.jpg,"coffee grinder, Saeco, light, grater, wisk, ladel, spatula",Portable automatic coffee mills,0.31801507,0.21348567,0.46849933
hackathon/data/1711598421739.jpg,lathe live center,Lathe centers,0.028372537,0.8021096,0.16951786
hackathon/data/1711575188592.JPG,drill press,Drill presses,0.05855515,0.4856645,0.45578036
hackathon/data/1711598158798.jpg,electric socket wrench,Pistol Grip Tool,0.25460252,0.35071373,0.39468372
hackathon/data/1711601060811.jpg,tools,Bookbinding presses,0.06822303,0.17732197,0.75445503
hackathon/data/1711614869590.jpg,"machine, mechanical press, bookbinding press, antique press, manual press, vintage equipment, printmaking tool",Thumbscrews (torture),0.22909337,0.19247676,0.5784298
hackathon/data/1711598144379.jpg,hand drill,Bosch cordless screwdrivers,0.044268377,0.2531775,0.70255417
hackathon/data/1711568989902.jpg,"Weld, MIG weld, Weld feedstock, weld wire, Weld tool",Welders,0.056702428,0.4201803,0.5231173
hackathon/data/1711575190118.jpg,hand press,Drill presses,0.1627099,0.32466426,0.5126259
hackathon/data/1711599554099.JPG,"jigsaw, clamp, C-clamp",Jigsaws,0.019886218,0.44670513,0.53340864
hackathon/data/1711572521276.jpg,"screw, screw, nut, nut",Ferrules,0.038238965,0.64097756,0.3207834
hackathon/data/1711553022604.webp,"knife, exacto knife, tape",Metalworking,0.05415685,0.3109025,0.6349407
hackathon/data/1711575406431.jpg,lathe,Lathes,0.2946213,0.2590618,0.4463169
hackathon/data/1711583341709.jpg,crane hook,Lifting hooks,0.47840017,0.13007681,0.391523
hackathon/data/1711571645740.jpg,"welding torch, welding torch, welding torch, welding torch, welding goggles, welding goggles, welding goggles, welding goggles, welding wire, welding sparks, welding gas cylinder, welding gas cylinder",Oxy-acetylene welding,0.40555373,0.21096751,0.38347873
hackathon/data/1711586212809.jpg,bosch power drill,Cordless drills,0.043707002,0.39575127,0.56054175
hackathon/data/1711582246561.jpg,"glass jar, glass, cracked glass jar, cracked glass",Lead came and copper foil glasswork,0.1504415,0.4502478,0.3993108
hackathon/data/1711603304588.jpg,"ball bearing, ball bearing",Ball bearings,0.02773686,0.7110106,0.26125255
hackathon/data/1711593190083.jpg,nail,Screw heads,0.13034092,0.41477758,0.45488155
hackathon/data/1711573286041.jpg,"metal cable, fasteners",Rope or wire thimble,0.056243993,0.45811093,0.4856451
hackathon/data/1711573618027.jpg,Riveting,Aircraft riveting,0.16394149,0.5577097,0.27834883
hackathon/data/1711589567207.jpg,"Nameplate, Patent Information, Lathe Information",Casting moulds of coins of China,0.34806818,0.03968955,0.6122423
hackathon/data/1711575670770.png,belt sander,Woodworking machinery,0.16393635,0.33684808,0.4992155
hackathon/data/1711554370305.jpg,"steel foundry, steel ladle",Ladles (metallurgy),0.039088726,0.61236435,0.34854686
hackathon/data/1711589337692.JPG,"wire cutter, dikes, dykes, diagonal cutter",Wire cutters,0.1597515,0.14432345,0.69592506
hackathon/data/1711553037470.JPG,torch,Metalworking,0.081668444,0.3277932,0.5905384
hackathon/data/1711607417461.jpg,"Ruler, Tape measure",Steel studs,0.14968058,0.38675854,0.46356085
hackathon/data/1711585904412.jpg,"buffer, power tool, wired power tool, polisher",Angle grinders,0.10562781,0.36965606,0.52471614
hackathon/data/1711582059357.jpg,"hinge, decorative hinge",Book clasps,0.34647226,0.26957,0.38395774
hackathon/data/1711553209757.jpg,"welder, hammer",Brazing,0.02677364,0.6510147,0.3222117
hackathon/data/1711609061902.jpg,Windmill,"Het Luipaard, Amsterdam",0.4720254,0.102734074,0.42524058
hackathon/data/1711593032884.jpg,"thread gauge set, thread gauges",Whitworth threads,0.24064994,0.46749413,0.2918559
hackathon/data/1711586445422.jpg,"Concrete saw, Worker, worker with concrete saw",Yamato J3G2-400,0.055712096,0.30307955,0.6412084
hackathon/data/1711579849997.jpg,metal lathes,Historical metalworking lathes,0.23033455,0.42837667,0.34128875
hackathon/data/1711568777066.jpg,"Weld, weld on workpiece, Underwater weld",Underwater welding,0.15805596,0.27353516,0.5684089
hackathon/data/1711604469688.jpg,"centrifuge tube, vial",Screw caps,0.2835625,0.1909571,0.52548045
hackathon/data/1711614891828.jpg,telescoping jack,Scissor jacks,0.0666201,0.58286375,0.3505161
